id,city_name,state_id,created_by,updated_by,created_at,updated_at,country_id
112,CHAMOLI,34,018b3444-dc75-7a3f-a4d9-02c41071d3bd,018b3444-dc75-7a3f-a4d9-02c41071d3bd,1696090682239293,1696090682239293,018b05dd-2983-7809-a2d1-95b3f1776eb3
113,CHAMPAWAT,34,018b3444-dc75-7a3f-a4d9-02c41071d3bd,018b3444-dc75-7a3f-a4d9-02c41071d3bd,1696090682239296,1696090682239296,018b05dd-2983-7809-a2d1-95b3f1776eb3
114,CHAMPHAI,22,018b3444-dc75-7a3f-a4d9-02c41071d3bd,018b3444-dc75-7a3f-a4d9-02c41071d3bd,1696090682239300,1696090682239300,018b05dd-2983-7809-a2d1-95b3f1776eb3
115,CHANDAULI,33,018b3444-dc75-7a3f-a4d9-02c41071d3bd,018b3444-dc75-7a3f-a4d9-02c41071d3bd,1696090682239302,1696090682239302,018b05dd-2983-7809-a2d1-95b3f1776eb3
116,CHANDEL,20,018b3444-dc75-7a3f-a4d9-02c41071d3bd,018b3444-dc75-7a3f-a4d9-02c41071d3bd,1696090682239305,1696090682239305,018b05dd-2983-7809-a2d1-95b3f1776eb3
117,CHANDIGARH,5,018b3444-dc75-7a3f-a4d9-02c41071d3bd,018b3444-dc75-7a3f-a4d9-02c41071d3bd,1696090682239308,1696090682239308,018b05dd-2983-7809-a2d1-95b3f1776eb3
118,CHANDRAPUR,19,018b3444-dc75-7a3f-a4d9-02c41071d3bd,018b3444-dc75-7a3f-a4d9-02c41071d3bd,1696090682239310,1696090682239310,018b05dd-2983-7809-a2d1-95b3f1776eb3
119,CHANGLANG,2,018b3444-dc75-7a3f-a4d9-02c41071d3bd,018b3444-dc75-7a3f-a4d9-02c41071d3bd,1696090682239313,1696090682239313,018b05dd-2983-7809-a2d1-95b3f1776eb3
120,CHARAIDEO,3,018b3444-dc75-7a3f-a4d9-02c41071d3bd,018b3444-dc75-7a3f-a4d9-02c41071d3bd,1696090682239315,1696090682239315,018b05dd-2983-7809-a2d1-95b3f1776eb3
121,CHARKI DADRI,10,018b3444-dc75-7a3f-a4d9-02c41071d3bd,018b3444-dc75-7a3f-a4d9-02c41071d3bd,1696090682239316,1696090682239316,018b05dd-2983-7809-a2d1-95b3f1776eb3
122,CHATRA,13,018b3444-dc75-7a3f-a4d9-02c41071d3bd,018b3444-dc75-7a3f-a4d9-02c41071d3bd,1696090682239318,1696090682239318,018b05dd-2983-7809-a2d1-95b3f1776eb3
123,CHENGALPATTU,29,018b3444-dc75-7a3f-a4d9-02c41071d3bd,018b3444-dc75-7a3f-a4d9-02c41071d3bd,1696090682239321,1696090682239321,018b05dd-2983-7809-a2d1-95b3f1776eb3
124,CHENNAI,29,018b3444-dc75-7a3f-a4d9-02c41071d3bd,018b3444-dc75-7a3f-a4d9-02c41071d3bd,1696090682239324,1696090682239324,018b05dd-2983-7809-a2d1-95b3f1776eb3
125,CHHATARPUR,18,018b3444-dc75-7a3f-a4d9-02c41071d3bd,018b3444-dc75-7a3f-a4d9-02c41071d3bd,1696090682239327,1696090682239327,018b05dd-2983-7809-a2d1-95b3f1776eb3
126,CHHINDWARA,18,018b3444-dc75-7a3f-a4d9-02c41071d3bd,018b3444-dc75-7a3f-a4d9-02c41071d3bd,1696090682239329,1696090682239329,018b05dd-2983-7809-a2d1-95b3f1776eb3
127,CHHOTAUDEPUR,9,018b3444-dc75-7a3f-a4d9-02c41071d3bd,018b3444-dc75-7a3f-a4d9-02c41071d3bd,1696090682239332,1696090682239332,018b05dd-2983-7809-a2d1-95b3f1776eb3
128,CHIKKABALLAPURA,14,018b3444-dc75-7a3f-a4d9-02c41071d3bd,018b3444-dc75-7a3f-a4d9-02c41071d3bd,1696090682239334,1696090682239334,018b05dd-2983-7809-a2d1-95b3f1776eb3
129,CHIKKAMAGALURU,14,018b3444-dc75-7a3f-a4d9-02c41071d3bd,018b3444-dc75-7a3f-a4d9-02c41071d3bd,1696090682239337,1696090682239337,018b05dd-2983-7809-a2d1-95b3f1776eb3
